PACKET_ID,SEGMENT_ID,PACKET_TYPE,CONTROL_PACKET_TYPE/APP_NAME,SOURCE_ID,DESTINATION_ID,TRANSMITTER_ID,RECEIVER_ID,APP_LAYER_ARRIVAL_TIME(US),TRX_LAYER_ARRIVAL_TIME(US),NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_ARRIVAL_TIME(US),PHY_LAYER_START_TIME(US),PHY_LAYER_END_TIME(US),APP_LAYER_PAYLOAD(Bytes),TRX_LAYER_PAYLOAD(Bytes),NW_LAYER_PAYLOAD(Bytes),MAC_LAYER_PAYLOAD(Bytes),PHY_LAYER_PAYLOAD(Bytes),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS,LOCAL_ADDRESS,REMOTE_ADDRESS,CWND,SEQ_NO,ACK_NO,isSyn,isAck,isFin,SEGMENT_LEN,SOURCE_IP,DESTINATION_IP,GATEWAY_IP,NEXT_HOP_IP,
73,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-5,ROUTER-7,1460000.000,0.000,1460000.000,1460000.000,1460127.080,1460249.160,1460254.160,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,110121,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
73,0,CBR,APP1_CBR,NODE-2,NODE-3,ROUTER-7,SWITCH-6,1460000.000,0.000,1460254.160,1460254.160,1460254.160,1460376.240,1460381.240,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,110121,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
73,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-6,NODE-3,1460000.000,0.000,1460254.160,1460254.160,1460381.240,1460503.320,1460508.320,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,110121,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,NODE-3,SWITCH-6,N/A,1460508.320,1460508.320,1460508.320,1460508.320,1460513.600,1460518.600,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,111581,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-6,ROUTER-7,N/A,1460508.320,1460508.320,1460508.320,1460518.600,1460523.880,1460528.880,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.2.1.1:82,4381,5011,111581,False,True,False,0,11.2.1.2,11.2.1.1,11.2.1.2,11.2.1.1,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,ROUTER-7,SWITCH-5,N/A,1460508.320,1460528.880,1460528.880,1460528.880,1460534.160,1460539.160,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,111581,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
0,N/A,Control_Packet,TCP_ACK,NODE-3,NODE-2,SWITCH-5,NODE-2,N/A,1460508.320,1460528.880,1460528.880,1460539.160,1460544.440,1460549.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,11.2.1.2:36934,11.1.1.3:82,4381,5011,111581,False,True,False,0,11.2.1.2,11.1.1.3,11.1.1.1,11.1.1.3,
74,0,CBR,APP1_CBR,NODE-2,NODE-3,NODE-2,SWITCH-5,1480000.000,0.000,1480000.000,1480000.000,1480000.000,1480122.080,1480127.080,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,111581,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
74,0,CBR,APP1_CBR,NODE-2,NODE-3,SWITCH-5,ROUTER-7,1480000.000,0.000,1480000.000,1480000.000,1480127.080,1480249.160,1480254.160,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.1.1.1:36934,65535,111581,0,False,False,False,1460,11.1.1.3,11.1.1.1,11.1.1.3,11.1.1.1,
74,0,CBR,APP1_CBR,NODE-2,NODE-3,ROUTER-7,SWITCH-6,1480000.000,0.000,1480254.160,1480254.160,1480254.160,1480376.240,1480381.240,1460.000,1460.000,1480.000,1500.000,1526.000,0.000,Successful,11.1.1.3:82,11.2.1.2:36934,65535,111581,0,False,False,False,1460,11.1.1.3,11.2.1.2,11.2.1.1,11.2.1.2,
